1,서울,-,서울뮤직페스티벌,문화예술,10.20~10.22,난지한강공원,혼합형,유승운,02-2133-2570,,
2,서울,-,차 없는 잠수교 뚜벅뚜벅 축제,문화예술,"-상반기:4.30.~7.2.  
매주 일요일(10회)
-하반기:9.3.~11.12. 매주 일요일(10회)
 * 10. 1.(일) : 추석연휴 제외","잠수교
(반포한강공원)",대면,강우원,02-3780-0760,,
3,서울,-,2023 한강페스티벌,문화예술,"봄(5.12.~5.14.).
여름(7.28.~8.13.),
가을(10.14.~10.21.),
겨울(12.1.~12.25.)",한강 수상 및 11개 한강공원 일대,대면,이혜수,02-3780-0718,,
4,서울,용산구,제25회 서울드럼페스티벌,문화예술,05.26.~05.27.,노들섬,대면,한정원,02-2133-2573,,
5,서울,송파구,"2023 석촌호수의 가을과 겨울, 그리고 루미나리에",문화예술,10.27.~12.31.(예정),석촌호수,대면,유현주,02-2147-2111,,
6,서울,송파구,2023 커피 페스티벌,문화예술,10.7.~10.8.(예정),잠실 롯데월드타워 잔디광장,대면,이학림,02-2147-2116,,
7,서울,"종로구, 중구",제4회 2023서울도시건축비엔날레,문화예술,09.01.~10.29.,"열린송현녹지광장, 서울도시건축전시관, 서울시청(시민청)",대면,양홍모,02-2133-7616,,
8,서울,중구, 2023 제15회 서울건축문화제 ,문화예술,09.01.~09.30.(예정),서울도시건축전시관 등,대면,정은희,02-2133-7622,,
9,서울,종로구,월간종로축제,문화예술,09.~10.,미정,대면,한형상,02-2148-1803,,
10,서울,종로구,종로한복축제,전통역사,09.22.~09.23.,광화문광장,대면,한형상,02-2148-1803,,
11,서울,종로구,자문밖 문화축제,문화예술,09.09.~09.11.,자문밖 일대,혼합형,정준수,02-2148-1804,,
12,서울,종로구,인사동 엔틱 & 아트페어,전통역사,08.~10.,인사동 일대,대면,고형윤,02-2148-1805,,
13,서울,종로구,국악대축제,전통역사,09.17.,남인사마당(예정),대면,한형상,02-2148-1803,,
14,서울,종로구,종로음악이야기,전통역사,09.24.,남인사마당(예정),대면,한형상,02-2148-1803,,
15,서울,종로구,종로 문화재 야행,전통역사,09.26.~09.30.,청와대 경내 및 서촌 일대,대면,김혜진,02-2148-1822,,
16,서울,종로구,종로 역사문화 알리기 행사,전통역사,05.16.~05.20.,운현궁,대면,강영식,02-2148-1821,,
17,서울,종로구,2023 웰컴대학로 축제(가칭),문화예술,미정,대학로 일원,혼합형,이혜영,02-2148-1815,,
18,서울,종로구,2023 D.FESTA 대학로 거리공연축제,문화예술,05.19.~05.21.,대학로 일원,혼합형,이혜영,02-2148-1815,,
19,서울,종로구,2023 대학로 소나무길 거리예술제,문화예술,미정,대학로 일원,대면,이혜영,02-2148-1815,,
20,서울,종로구,2023 아시테지 국제여름축제,문화예술,07.15.~07.31.,대학로 일원,대면,이혜영,02-2148-1815,,
21,서울,종로구,제44회 서울연극제,문화예술,04.30.~05.31.,대학로 일원,대면,이혜영,02-2148-1815,,
22,서울,종로구,제22회 종로구 인왕산 해맞이 축제,전통역사,2023.1.1.(종료),"인왕산 청운공원, 청와대 분수광장",대면,최성미,02-2148-5002,,
23,서울,종로구,인왕산 산신제 및 정월대보름 민속놀이 행사,전통역사,2023.2.3.~2.4.(예정),"인왕산 해맞이동산, 청와대 분수광장",대면,최성미,02-2148-5002,,
24,서울,종로구,봄맞이 축제,기타(주민화합 등),2023.4.(예정),필운대로,대면,최성미,02-2148-5002,,
25,서울,종로구,궁중과 사대부가 전통음식축제,문화예술,10.13.,전통문화시설,대면,김미애,02-2148-1854,,
26,서울,종로구,정순왕후 문화제,문화예술,04.21.,숭인공원(예정),대면,김성현,02-2148-1862,,
27,서울,종로구,돈화문로 축제,문화예술,10.13.~10.14.,돈화문로 일대,대면,김성현,02-2148-1862,,
28,서울,종로구,북촌(공방)축제,문화예술,10.14.,북촌 일대,대면,김보라,02-2148-1874,,
29,서울,종로구,2023 종로 책문화 주간,문화예술,"2023. 9.~10. 예정
(기간중 일주일)","종로구립도서관, 지역서점 등",혼합형,안소현,02-2148-2025,,
30,서울,종로구,부암마실축제(가칭),문화예술,10월 27일~28일(안),부암동일대,대면,좌미주,02-2148-5095,,
31,서울,구로구,2023 구로G페스티벌,기타(주민화합 등),10월 중(3일간),안양천,대면,이선미,02-860-2282,,
32,서울,강서구,제21회 허준축제,전통역사,10.13.~10.15.,허준근린공원,대면,박제희,02-2600-6455,,
33,서울,강서구,제7회 겸재문화예술제,전통역사,5.12.~5.13.,궁산근린공원,대면,임도균,02-2600-6154,,
34,서울,서초구,2023 서리풀페스티벌,문화예술,9.23.~9.24.,"반포대로
일대",대면,정종민,02-2155-6229,,
35,서울,서초구,봄밤의 클래식 축제,문화예술,4.15.~4.16.,"양재천
일대",대면,정종민,02-2155-6229,,
36,서울,종로구,제5회 서울국악축제,문화예술,9.30.~10.1.,창덕궁 앞 돈화문로,대면,윤예리,02-2133-2577,,
37,서울,광진구,서울동화축제,문화예술,5.5~5.6,서울어린이대공원,대면,이지숙,02-450-7596,,
38,서울,송파구,송파구 벚꽃축제,문화예술,4.5.~4.9.,석촌호수 외,대면,조현주,02-2147-2817,,
39,서울,송파구,제23회 한성백제문화제,전통역사,9.22.~9.24.,올림픽공원,대면,이서현,02-2147-2815,,
40,서울,"서초구, 영등포구",2023 한강달빛 야시장,기타(주민화합 등),"4.30.~6.4. / 
9.16~10.22.","반포한강공원 / 
여의도한강공원",대면,송휘영,02-2133-5550,,
41,서울,강북구,제20회 3.1독립운동 기념 행사,전통역사,3.1.,봉황각,대면,손태인,02-901-6203,,
42,서울,강북구,4.19혁명국민문화제,전통역사,4.8.~4.19.,국립4.19민주묘지 및 강북구일원,대면,구경모,02-901-6205,,
43,서울,강북구,종교연합바자회,기타(주민화합 등),10.7.,미정,대면,이준영,02-901-6204,,
44,서울,강북구,우이천 문화관광 행사(가칭),문화예술,3.30.~4.2.,우이천 일대,대면,김가영,02-901-6216,,
45,서울,강북구,강북구민 한마음 걷기대회,기타(주민화합 등),5월중,우이동 만남의 광장~북한산 우이령 일대,대면,박범준,02-901-6223,,
